frame,x,y,track_id
0,501.91666666666663,735.0833333333334,0
0,432.82608695652175,709.8695652173913,1
0,483.08333333333337,694.9583333333334,2
0,492.08333333333337,700.0833333333334,3
0,494.8095238095238,678.8095238095239,4
0,398.82608695652175,538.0,5
0,481.96153846153845,638.8846153846154,6
0,440.0,549.1739130434783,7
0,478.95652173913044,649.8260869565217,8
0,393.9,741.1,9
0,420.0909090909091,635.9545454545455,10
0,416.0909090909091,617.9090909090909,11
0,383.1,725.7,12
0,348.0,720.8260869565217,13
0,504.0952380952381,622.3809523809524,14
0,418.91666666666663,518.0833333333334,15
0,494.8695652173913,757.0,16
0,490.82608695652175,723.0,17
0,472.95652173913044,653.2173913043478,18
0,461.0,526.1739130434783,19
0,448.17391304347825,712.0,20
0,361.1,611.9,22
0,358.7,618.9,23
0,451.8,718.88,24
0,416.17391304347825,528.0,25
0,385.82608695652175,604.0,26
0,290.0,592.7894736842105,27
0,487.2105263157895,544.0,28
0,489.0,612.8260869565217,29
0,456.8095238095238,756.1904761904761,31
0,341.22727272727275,704.9090909090909,32
0,484.0909090909091,674.7727272727273,33
0,397.29166666666663,603.0416666666666,34
0,475.17391304347825,642.0,35
0,401.0,584.5,36
0,405.9,569.1,37
0,362.0,543.8095238095239,38
0,451.95652173913044,689.7826086956522,39
0,407.8095238095238,758.1904761904761,40
0,341.04347826086956,645.6521739130435,41
0,262.0,629.7894736842105,42
0,495.42105263157896,551.1052631578948,43
0,408.9090909090909,549.0909090909091,44
0,302.0,648.2105263157895,45
0,380.1,747.1,46
0,502.0,673.2105263157895,47
0,477.17391304347825,692.0,48
0,486.04347826086956,711.3478260869565,49
0,432.7894736842105,659.0,50
0,453.5652173913044,581.9130434782609,51
0,307.8095238095238,530.1904761904761,52
0,438.9090909090909,655.9090909090909,53
0,453.6842105263158,549.8421052631579,54
0,422.0454545454545,686.9090909090909,55
0,337.0,681.8571428571429,56
0,428.9090909090909,559.9090909090909,57
0,439.2,619.2,58
0,487.9090909090909,588.0909090909091,59
0,492.47368421052636,547.0526315789474,60
0,393.75,559.4375,61
0,491.10526315789474,663.578947368421,62
0,450.47058823529414,659.8823529411765,63
0,301.7,709.9,65
0,333.57894736842104,515.8947368421053,67
0,487.3,716.1,68
0,447.6923076923077,662.8461538461538,69
0,422.6,559.6,70
0,369.57894736842104,580.8947368421052,71
0,301.5,705.5,72
0,329.0,675.6666666666666,73
0,400.5,765.5,74
0,478.0,671.952380952381,75
0,436.625,662.25,76
0,509.5,638.5,78
0,483.75,590.625,80
0,305.25,657.5625,83
0,391.8,556.4,85
0,492.9,729.8,86
0,424.2,556.4,87
0,510.0,691.5,89
0,510.1538461538462,575.0,90
0,460.42105263157896,700.1052631578948,91
0,315.375,644.75,93
1,447.7307692307692,713.0,20
1,492.0,700.0434782608695,3
1,486.0,674.1739130434783,33
1,452.6521739130435,581.0434782608695,51
1,440.17391304347825,548.0,7
1,452.91666666666663,688.9166666666666,39
1,483.82608695652175,694.8695652173913,2
1,289.8095238095238,593.8095238095239,27
1,263.0,629.0,42
1,503.72727272727275,622.0909090909091,14
1,416.0,528.0,25
1,472.0,652.8260869565217,18
1,475.82608695652175,672.0,75
1,440.1904761904762,619.8095238095239,58
1,405.3478260869565,569.0434782608695,37
1,409.125,758.7916666666666,40
1,461.1904761904762,525.1904761904761,19
1,420.1363636363636,518.3181818181819,15
1,346.82608695652175,721.0,13
1,486.91666666666663,544.0833333333334,28
1,474.95833333333337,643.875,35
1,420.0,635.0,10
1,340.8095238095238,645.1904761904761,41
1,453.0,550.1739130434783,54
1,358.8095238095238,618.1904761904761,23
1,421.1904761904762,683.8095238095239,55
1,394.0454545454545,741.0909090909091,9
1,494.0909090909091,755.9090909090909,16
1,362.1363636363636,544.3181818181819,38
1,432.1904761904762,710.1904761904761,1
1,495.0,678.8260869565217,4
1,505.0,734.0,0
1,482.0,638.8260869565217,6
1,501.6818181818182,673.1363636363636,47
1,386.9090909090909,602.9090909090909,26
1,450.2105263157895,659.0,63
1,487.9,587.9,59
1,302.0,646.4285714285714,45
1,476.9,691.55,48
1,341.36842105263156,704.0526315789474,32
1,489.9545454545455,613.0909090909091,29
1,309.9090909090909,530.9090909090909,52
1,416.82608695652175,618.0,11
1,379.7894736842105,747.8947368421052,46
1,401.42857142857144,537.1904761904761,5
1,409.0,548.8260869565217,44
1,428.82608695652175,560.0,57
1,401.0909090909091,583.9090909090909,36
1,385.42105263157896,725.8947368421052,12
1,394.82608695652175,606.0,34
1,368.1,581.9,71
1,486.1428571428571,712.0,49
1,478.0,648.8571428571429,8
1,439.3,655.2,53
1,336.82608695652175,681.0,56
1,391.7368421052631,557.7894736842105,85
1,361.9090909090909,612.0909090909091,22
1,448.70833333333337,719.9583333333334,24
1,457.17391304347825,758.0,31
1,422.0454545454545,559.7272727272727,70
1,490.57894736842104,723.8947368421052,17
1,492.5,662.5,62
1,334.7894736842105,517.0,67
1,493.1904761904762,547.4285714285714,60
1,496.5625,550.4375,43
1,399.8888888888889,765.2777777777778,74
1,298.0,707.7894736842105,72
1,493.82608695652175,730.1304347826087,86
1,488.0,716.5,68
1,465.0,757.2105263157895,98
1,382.82608695652175,522.0,99
1,447.47058823529414,663.3529411764706,69
1,328.7,676.9,73
1,433.57894736842104,658.1052631578948,50
1,297.89473684210526,712.0,65
1,291.0,633.0,100
1,483.7058823529412,592.8823529411765,80
1,451.91666666666663,615.9166666666666,102
1,383.5,746.4285714285714,103
1,509.625,638.25,78
1,394.53846153846155,560.6923076923077,61
1,462.3529411764706,698.8823529411765,91
1,260.0,689.2666666666667,104
1,510.0769230769231,691.6923076923076,89
1,314.6666666666667,646.6666666666666,93
1,423.125,555.625,87
1,510.0,574.5,90
1,301.88235294117646,655.3529411764706,83
1,489.6363636363636,719.9090909090909,108
2,439.17391304347825,546.0,7
2,416.0,527.9565217391304,25
2,478.04347826086956,649.6521739130435,8
2,489.8095238095238,611.8095238095239,29
2,491.95833333333337,699.9166666666666,3
2,472.08333333333337,651.9166666666666,18
2,447.9090909090909,711.0909090909091,20
2,504.0,622.0,14
2,494.8095238095238,678.1904761904761,4
2,420.8695652173913,517.0,15
2,440.0,619.1739130434783,58
2,410.0,759.1739130434783,40
2,401.91666666666663,583.9166666666666,36
2,461.0,524.8260869565217,19
2,290.04761904761904,593.0,27
2,476.0,690.8260869565217,48
2,494.88,755.8,16
2,420.0,635.1739130434783,10
2,487.17391304347825,544.0,28
2,362.77272727272725,544.9090909090909,38
2,393.1,740.7,9
2,386.57142857142856,603.0,26
2,341.0833333333333,644.9166666666666,41
2,383.0833333333333,522.0833333333334,99
2,345.0,719.6190476190476,13
2,476.9545454545455,672.9090909090909,75
2,453.1,549.7,54
2,481.9090909090909,637.9090909090909,6
2,452.0909090909091,688.9545454545455,39
2,493.0909090909091,729.7727272727273,86
2,262.3,628.9,42
2,422.27272727272725,684.3181818181818,55
2,486.1904761904762,673.8095238095239,33
2,500.9090909090909,673.0454545454545,47
2,309.85714285714283,530.0,52
2,481.8571428571429,663.0,110
2,406.0,569.1739130434783,37
2,358.9090909090909,617.7727272727273,23
2,408.6190476190476,549.0,44
2,431.0,708.8095238095239,1
2,483.0,695.0,2
2,416.04761904761904,617.6666666666666,11
2,380.1,748.7,46
2,369.0,580.1428571428571,71
2,506.72727272727275,734.0909090909091,0
2,453.0,580.9565217391305,51
2,340.8095238095238,704.1904761904761,32
2,394.82608695652175,606.0,34
2,370.57894736842104,684.1052631578948,112
2,388.1428571428571,726.0,12
2,391.66666666666663,557.7222222222222,85
2,337.8571428571429,680.0,56
2,361.9166666666667,612.0833333333334,22
2,399.57894736842104,534.8947368421053,114
2,302.3157894736842,643.8421052631579,45
2,450.8571428571429,659.0,63
2,430.2105263157895,559.0,57
2,335.1,521.7,67
2,456.0,756.8571428571429,31
2,453.0,615.2105263157895,102
2,485.9545454545455,711.3181818181818,49
2,423.57894736842104,556.1052631578948,87
2,503.95833333333337,631.0833333333334,115
2,487.3,587.9,59
2,328.0,677.2105263157895,73
2,446.66666666666663,662.0,69
2,487.0952380952381,723.5714285714286,17
2,494.05,662.1,62
2,443.3,715.9,116
2,494.45,549.55,43
2,298.0909090909091,708.0909090909091,72
2,463.22727272727275,756.7727272727273,98
2,297.36842105263156,712.9473684210526,65
2,508.9,637.1,78
2,439.8888888888889,655.2222222222222,53
2,487.57894736842104,716.8947368421052,68
2,422.8,560.2666666666667,70
2,346.1111111111111,698.8333333333334,118
2,402.4,538.4,5
2,259.6470588235294,688.5294117647059,104
2,483.625,589.1875,80
2,429.1764705882353,660.7647058823529,119
2,490.38461538461536,662.9230769230769,120
2,306.11764705882354,654.6470588235294,83
2,475.45,643.85,35
2,434.4117647058823,656.2352941176471,50
2,492.0909090909091,546.1818181818181,60
2,434.61538461538464,660.6153846153846,76
2,292.5,631.5,100
2,383.53846153846155,746.3076923076924,103
2,393.73333333333335,560.6,61
2,491.7,630.25,121
2,509.9090909090909,691.3636363636364,89
2,510.0,574.5,90
2,464.5,700.5,91
3,508.0,738.0,0
3,486.0,672.0,33
3,476.9090909090909,671.9545454545455,75
3,451.91666666666663,688.0833333333334,39
3,336.82608695652175,644.0,41
3,504.1904761904762,621.8095238095239,14
3,478.04347826086956,649.6521739130435,8
3,422.82608695652175,684.0,55
3,416.8095238095238,527.8095238095239,25
3,361.1904761904762,611.8095238095239,22
3,430.0,707.8095238095239,1
3,487.0,544.0,28
3,472.1304347826087,653.0,18
3,447.12,711.2,20
3,493.6521739130435,677.0434782608695,4
3,294.0909090909091,706.7272727272727,72
3,410.1,759.3,40
3,288.0,593.8095238095239,27
3,382.1,523.3,99
3,452.33333333333337,580.9166666666666,51
3,405.22727272727275,568.0909090909091,37
3,461.9545454545455,525.0909090909091,19
3,489.3,613.1,29
3,402.0,584.0,36
3,495.0,755.8695652173913,16
3,438.9090909090909,545.9090909090909,7
3,359.17391304347825,618.0,23
3,482.5652173913044,661.9130434782609,110
3,368.77272727272725,550.9090909090909,122
3,386.9090909090909,602.2272727272727,26
3,394.0,605.9565217391305,34
3,420.0,634.047619047619,10
3,491.05,700.1,3
3,453.56,549.92,54
3,496.1904761904762,551.1904761904761,43
3,391.0909090909091,726.9090909090909,12
3,343.9,697.3,118
3,500.82608695652175,673.0,47
3,439.91666666666663,619.0833333333334,58
3,476.9090909090909,690.2272727272727,48
3,393.17391304347825,740.0,9
3,345.42857142857144,717.0,13
3,292.0,630.1904761904761,100
3,296.1,713.9,65
3,417.17391304347825,618.0,11
3,429.0909090909091,559.0909090909091,57
3,409.1904761904762,549.1904761904761,44
3,450.0909090909091,659.0454545454545,63
3,336.9090909090909,680.9545454545455,56
3,493.0909090909091,729.7727272727273,86
3,261.85714285714283,629.0,42
3,379.05,749.1,46
3,419.04347826086956,515.0,15
3,493.17391304347825,546.7391304347826,60
3,483.9,694.3,2
3,457.0,757.2105263157895,31
3,390.0,764.0,124
3,453.0,614.8571428571429,102
3,309.8095238095238,531.8095238095239,52
3,482.1428571428571,637.0,6
3,369.7,577.9,71
3,494.0,630.0,121
3,341.3157894736842,704.1578947368421,32
3,488.0,587.8571428571429,59
3,333.9,525.3,67
3,445.7,661.9,69
3,399.3,534.1,114
3,508.2105263157895,637.2631578947369,78
3,464.82608695652175,757.0,98
3,422.22727272727275,560.0909090909091,70
3,486.9130434782609,724.7826086956522,17
3,391.5882352941177,558.6470588235294,85
3,503.9,632.7,115
3,485.1,711.5,49
3,495.22222222222223,663.7222222222222,62
3,428.9,659.95,119
3,367.42105263157896,687.1052631578948,112
3,423.55555555555554,555.2222222222222,87
3,439.89473684210526,655.421052631579,53
3,299.7894736842105,614.0,126
3,444.0,717.2105263157895,116
3,383.5,746.5,103
3,487.5,715.5,68
3,401.7647058823529,538.2941176470588,5
3,328.5,676.5,73
3,490.66666666666663,663.0,120
3,476.47058823529414,640.6470588235294,35
3,509.8461538461538,574.4615384615385,90
3,487.4,720.3333333333334,108
3,433.6428571428571,656.7857142857142,50
3,434.06666666666666,660.2,76
3,259.5,687.5,104
3,422.7647058823529,519.5882352941177,127
3,314.88235294117646,646.4117647058823,93
4,494.72727272727275,677.2727272727273,4
4,452.82608695652175,685.0,39
4,481.91666666666663,662.0833333333334,110
4,504.82608695652175,621.0,14
4,486.8,543.12,28
4,475.0,670.8260869565217,75
4,420.0,633.8095238095239,10
4,402.0909090909091,583.7727272727273,36
4,415.82608695652175,527.0,25
4,370.17391304347825,552.0,122
4,472.1428571428571,652.0,18
4,501.91666666666663,672.0833333333334,47
4,452.91666666666663,548.9166666666666,54
4,485.9,671.3,33
4,390.22727272727275,725.9090909090909,12
4,446.20833333333337,709.875,20
4,406.0909090909091,568.0909090909091,37
4,261.1,627.7,42
4,409.9545454545455,760.6818181818182,40
4,487.82608695652175,587.8695652173913,59
4,477.82608695652175,649.0,8
4,311.0,531.8695652173913,52
4,490.8,698.88,3
4,483.6190476190476,694.0,2
4,393.89473684210526,739.421052631579,9
4,346.0,716.8260869565217,13
4,421.1904761904762,683.1904761904761,55
4,506.17391304347825,736.0,0
4,490.0,612.1428571428571,29
4,453.1428571428571,615.0,102
4,394.9090909090909,604.9090909090909,34
4,289.2,707.45,72
4,462.22222222222223,524.6111111111111,19
4,476.8095238095238,690.1904761904761,48
4,385.42105263157896,602.1052631578948,26
4,295.72727272727275,713.0909090909091,65
4,360.95454545454544,610.9090909090909,22
4,439.9,618.3,58
4,449.9090909090909,659.0909090909091,63
4,409.0,548.8260869565217,44
4,337.0,679.6190476190476,56
4,496.8095238095238,754.8095238095239,16
4,496.3809523809524,551.0,43
4,438.0909090909091,544.2272727272727,7
4,482.08333333333337,636.0833333333334,6
4,417.0,617.1428571428571,11
4,431.1,708.1,1
4,428.1428571428571,660.0,119
4,381.0,524.1739130434783,99
4,341.0,705.2105263157895,32
4,379.7,748.05,46
4,485.7894736842105,723.0,17
4,389.8571428571429,763.1904761904761,124
4,368.5,577.0,71
4,288.6842105263158,593.1578947368421,27
4,327.17391304347825,676.0,73
4,494.0,729.2105263157895,86
4,504.1,632.3,115
4,485.57894736842104,709.8947368421052,49
4,359.0,617.4285714285714,23
4,492.9,546.7,60
4,345.89473684210526,699.421052631579,118
4,337.9,643.7,41
4,397.42857142857144,533.1904761904761,114
4,451.8421052631579,581.3157894736842,51
4,509.0454545454545,635.8636363636364,78
4,446.6470588235294,662.1764705882354,69
4,491.5882352941177,661.6470588235294,120
4,422.7,554.9,87
4,292.2105263157895,629.0,100
4,434.55,654.9,50
4,422.7894736842105,560.0,70
4,416.5625,513.625,15
4,456.1,756.7,31
4,392.75,559.0,85
4,383.2352941176471,745.5882352941177,103
4,335.6470588235294,528.5882352941177,67
4,439.2105263157895,655.0,53
4,402.0,537.0,5
4,428.91666666666663,738.9166666666666,131
4,447.0,716.0,116
4,373.1904761904762,662.8095238095239,132
4,487.52941176470586,714.3529411764706,68
4,421.33333333333337,518.3333333333334,127
4,509.5,690.5,89
4,493.0,630.0,121
4,389.2857142857143,556.3571428571429,133
4,509.7142857142857,573.4285714285714,90
4,298.1,613.3,126
4,487.2352941176471,581.7058823529412,134
4,430.0,559.0769230769231,57
4,464.2105263157895,756.0,98
4,435.4,659.4,76
4,495.06666666666666,662.9333333333334,62
4,258.4375,685.25,104
5,478.08333333333337,649.0833333333334,8
5,481.82608695652175,662.0,110
5,369.0833333333333,552.0833333333334,122
5,420.1904761904762,633.8095238095239,10
5,359.12,617.8,23
5,472.0,651.8260869565217,18
5,495.0,677.0,4
5,497.91666666666663,752.9166666666666,16
5,504.91666666666663,621.0833333333334,14
5,346.9166666666667,718.0833333333334,13
5,289.1363636363636,708.9090909090909,72
5,421.0,684.1428571428571,55
5,406.0,568.1739130434783,37
5,409.0909090909091,548.9090909090909,44
5,476.82608695652175,690.0,48
5,491.0,699.1739130434783,3
5,475.9545454545455,671.0909090909091,75
5,386.0909090909091,601.9090909090909,26
5,379.8095238095238,526.1904761904761,99
5,452.0,684.8260869565217,39
5,289.8095238095238,593.1904761904761,27
5,430.6190476190476,707.9047619047619,1
5,496.27272727272725,550.9090909090909,43
5,453.8095238095238,614.8095238095239,102
5,447.8095238095238,709.1904761904761,20
5,402.1428571428571,583.0,36
5,462.08333333333337,524.0833333333334,19
5,417.0,617.0,11
5,487.1904761904762,669.8095238095239,33
5,295.9090909090909,713.0454545454545,65
5,417.0,527.1739130434783,25
5,440.0,619.1739130434783,58
5,494.0,729.0,86
5,501.9090909090909,672.0909090909091,47
5,340.9090909090909,704.1363636363636,32
5,487.6818181818182,542.9545454545455,28
5,337.8095238095238,679.8095238095239,56
5,393.8095238095238,604.1904761904761,34
5,299.0,612.8260869565217,126
5,361.9166666666667,611.0833333333334,22
